abalone,[ˌæbəˈloʊni],n.[动]鲍鱼(软体动物)
journeyman,[ˈdʒɜːrnimən],n.熟练工人
joy,[dʒɔɪ],"n.欢乐, 喜悦"
joyous,[ˈdʒɔɪəs],"a.快乐的, 高兴的"
judge,[dʒʌdʒ],"n.法官,裁判员.v.断定,裁决"
judgment,[ˈdʒʌdʒmənt],n.判断
juggle,[ˈdʒʌɡl],v./n.玩杂耍
juice,[dʒuːs],"n.(水果)汁, 液.v.从…榨汁"
juicy,[ˈdʒuːsi],a.多汁(液)的
Jules,[dʒulz],n.朱尔斯（男子名）
July,[dʒuˈlaɪ],n.七月(略作Jul)
jumble,[ˈdʒʌmbl],"v.混杂, 搞乱 
n.混乱"
jump,[dʒʌmp],n./v.跳跃
junction,[ˈdʒʌŋkʃn],"n.连接, 接合,交叉点"
June,[dʒuːn],n.六月(略作Jun)
jungle,[ˈdʒʌŋɡl],n.(热带)丛林
junior,[ˈdʒuːniər],"a.年少的,资历较浅的.n.年少者,晚辈"
juniper,[ˈdʒuːnɪpər],n.[植]刺柏属丛木或树木
jupiter,[ˈdʒuːpɪtər],n.木星
jurassic,,a.侏罗纪的
jury,[ˈdʒʊri],n.[律] 陪审团.a.[海]临时应急的
just,[dʒʌst],"ad.正好,仅仅,刚才.a.公平的"
justice,[ˈdʒʌstɪs],"n.正义, 公平"
justify,[ˈdʒʌstɪfaɪ],v.证明...是正当的
juvenile,[ˈdʒuːvənl],"a.青少年的 .n.青少年, 少年读物"
juxtaposition,[ˌdʒʌkstəpəˈzɪʃn],"n.毗邻, 并置"
karst,[kɑrst],n.石灰岩地区常见的地形
Katherine,,n.凯瑟琳（女子名）
kea,['kiə],n.食肉鹦鹉
keel,[kiːl],"n.龙骨(船的脊骨),平底船.v.装以龙骨,倾覆"
keelboat,"['kil,bot]",n.一种河船
keen,[kiːn],"a.锋利的,热衷的"
keenly,[ˈkiːnli],"ad.敏锐地, 强烈地, 热心地"
keep,[kiːp],"v.(使)保持,(使)继续,遵守"
kennel,[ˈkenl],"n.狗窝.v.置于狗窝,关进狗窝"
Kenya,[kenˈyə],n.肯尼亚
keplerian,,"a.开普勒理论的,开普勒定律的"
kernel,[ˈkɜːrnl],"n.果仁,核心"
kerosene,[ˈkerəsiːn],"n.煤油,火油"
kestrel,[ˈkestrəl],n.(一种)鹰
kettle,[ˈketl],"n.壶, 罐, 釜, 鼓"
key,[kiː],"n.关键,钥匙"
keyboard,[ˈkiːbɔːrd],n.键盘.vi.用键盘操作
kick,[kɪk],"v.踢,极大的乐趣"
kier,,n.漂煮锅
kill,[kɪl],"v.杀死,毁掉"
kiln,[kɪln],"n.窑,炉"
kilogram,[ˈkɪləɡræm],"n.[物]千克, 公斤"
kilometer,[ˈkɪləˌmitɚ; kəˈlɑmətɚ],"n.千米,公里"
kind,[kaɪnd],"n.种类.a.亲切的,和蔼的"
kindergarten,[ˈkɪndərɡɑːrtn],"n.幼儿园.a.幼儿园的,启蒙阶段的"
kinetic,"[kɪˈnetɪk,kaɪˈnetɪk]","a.(运)动的,动力(学)的"
kinetoscope,[kɪ'nitəskop],n.活动电影放映机
kinfolk,,n.亲属
king,[kɪŋ],n.国王
kingdom,[ˈkɪŋdəm],n.王国
kinglet,['kɪŋlɪt],"n.<贬>懦弱的国王,小国君主"
kink,[kɪŋk],"n.结.v.纠结,纽绞"
kinship,[ˈkɪnʃɪp],"n.血族关系,宗亲关系"
kinsman,[ˈkɪnzmən],"n.男性亲戚, 同族者"
kiosk,[ˈkiːɑːsk],"n.亭子,报摊"
kit,[kɪt],"n.成套工具, 用具包"
kitchen,[ˈkɪtʃɪn],n.厨房
kitchenware,[ˈkɪtʃɪnwer],n.厨房用具
kittiwake,[ˈkɪtɪweɪk],n.三趾鸥
kiwi,[ˈkiːwi],n.[鸟]几维(一种新西兰产的无翼鸟)
knap,[næp],vt.敲击
knead,[niːd],"vt.揉(面等)成团, 按摩"
kneel,[niːl],vi.跪下
knife,[naɪf],"n.刀, 餐刀"
knight,[naɪt],n.(欧洲中世纪的)骑士.vt.授以爵位
knit,[nɪt],"v.编织, 密接.n.编织物"
knot,[nɑːt],n.(绳等的)结.v.打结
know,[noʊ],"v.知道,认识,懂得,了解"
knowledge,[ˈnɑːlɪdʒ],"n.知识,学问"
knowledgeable,[ˈnɑːlɪdʒəbl],"a.知识渊博的, 有见识的"
knuckle,[ˈnʌkl],"n.指节, 关节.v.开始工作"
kohoutek,,n.[天]科胡特克彗星
Korean,[kəˈriən],"n.韩国人, 韩国语.a.朝鲜人的, 朝鲜语的"
krill,[krɪl],n.[动]磷虾(单复同)
krypton,[ˈkrɪptɑːn],n.[化] 氪
label,[ˈleɪbl],"n.标签,商标.vt.贴标签于"
labellum,[lə'bɛləm],n.（兰花的） 唇瓣
labor,['lebɚ],"n.工人.v.劳动,努力"
laboratory,[ˈlæbrətɔːri],n.实验室
laborer,['lebərɚ],n.劳动者
laborious,[ləˈbɔːriəs],"a.艰苦的, 费劲的,勤劳的"
laboriously,[ləˈbɔːriəsli],"ad.艰难地,  辛勤地"
laborsaving,"['lebɚ,sevɪŋ]","a.节省劳力的,省力气的"
labor-saving,,a.节省劳力的
labyrinth,[ˈlæbərɪnθ],"n.迷路, 迷宫, 难解的事物"
lace,[leɪs],"n.花边,系带.vt.用系带束紧"
lack,[læk],"v./n.缺乏,不足,需要"
lacquer,[ˈlækər],"n.漆, 漆器 "
lacuna,"[ləˈkjuːnə,ləˈkuːnə]","n.空白, 空隙"
lad,[læd],"n.少年, 青年男子"
lade,[led],"v.装载,装货"
lady,[ˈleɪdi],"n.女士,夫人,小姐"
lag,[læɡ],"vi.落后.n.滞后,(时间上的)间隔"
lagoon,[ləˈɡuːn],n.泻湖 礁湖
laissez-faire,[ˌleseɪ ˈfer],n.(自由)放任主义
lake,[leɪk],n.湖
lament,[ləˈment],"n.悲伤v.哀悼,悔恨"
lamina,['læmənə],"n.薄板, 薄层"
lamp,[læmp],n.灯 
land,[lænd],"n.陆地,国土.v.靠岸,着陆"
land-based,,a.以地面为基地的
land-dwelling,,a.陆生的
landform,[ˈlændfɔːrm],"n.地形, 地貌"
landholder,[ˈlændhoʊldər],"n.地主, 土地拥有者"
landless,[ˈlændləs],"a.无土地的,无陆地的"
landlocked,[ˈlændlɑːkt],"a.陆地包围的, 内陆水域的"
landlord,[ˈlændlɔːrd],"n.房东,地主"
landmark,[ˈlændmɑːrk],"n.(航海)陆标, 地界标"
landmass,,n.大陆
landowner,[ˈlændoʊnər],n.土地所有者
landownership,,n.土地所有
landscape,[ˈlændskeɪp],"n.风景,全景.vt.美化"
landscapist,,n.风景画家
landslide,[ˈlændslaɪd],"n.[地]山崩, 滑坡"
landslip,[ˈlændslɪp],"n.[地]山崩,塌方,压倒性的胜利"
landsman,,"n.同胞,同乡,陆居者"
lane,[leɪn],"n.小路, 小巷,行车道"
language,[ˈlæŋɡwɪdʒ],n.语言
languish,[ˈlæŋɡwɪʃ],"vi.憔悴, 凋萎,失去活力"
lantern,[ˈlæntərn],"n.灯笼,提灯"
lap,[læp],"n.膝上,一圈.v.舔(食),拍打"
lapis,['lepɪs],n.[化]天青石(化学中的矿物命名)
large,[lɑːrdʒ],"a.大的, 巨大的 "
large-scale,[ˌlɑːrdʒ ˈskeɪl],a.大规模的
lark,[lɑːrk],"n.云雀, 百灵鸟"
larva,[ˈlɑːrvə],n.幼虫
laser,[ˈleɪzər],n.激光
lash,[læʃ],n./.v.鞭打
last,[læst],"a.刚过去的,最后的.ad.最后.vi.持续"
lastly,[ˈlæstli],"ad.最后, 终于"
late,[leɪt],"a.晚的,最近的.ad.迟,晚,已故的"
lately,[ˈleɪtli],"ad.近来, 最近"
lateness,[ˈleɪtnəs],"n.迟, 晚"
latent,[ˈleɪtnt],"a.潜在的, 潜伏的"
later,[ˈleɪtər],ad.后来.a.后面的
lateral,[ˈlætərəl],"n.侧部, 支线.a.侧面的"
latest,[ˈleɪtɪst],a.最近的
lathe,[leɪð],n.车床.vt.用车床加工
Latin,[ˈlætn],"n./a.拉丁文,拉丁语(的)"
latitude,[ˈlætɪtuːd],"n.纬度,范围"
latter,[ˈlætər],"a.后者的,后面的,近来的"
laugh,[læf],"v./n.笑, 笑声"
launch,[lɔːntʃ],vt./n.发射.v.发起
laundry,[ˈlɔːndri],"n.洗衣店, 要洗的衣服"
laurasia,[lɔːˈreɪʒə],n.[地质] 劳亚古大陆
lava,[ˈlɑːvə],"n.熔岩, 火山岩"
lavish,[ˈlævɪʃ],"a.无节制的,浪费的.vt.慷慨给予,挥霍"
law,[lɔː],"n.法律,法学,规律v.起诉"
lawlike,,a.似法律的
lawn,[lɔːn],"n.草坪, (均匀生长于固体培养基的)菌苔"
lawyer,[ˈlɔɪər],n.律师
lay,[leɪ],"vt.放置,铺设,产卵"
layer,[ˈleɪər],"n.层,阶层.v.分层"
layman,[ˈleɪmən],n.外行
layout,[ˈleɪaʊt],"n.布局,安排,陈列,版面编排"
lazily,[ˈleɪzɪli],ad.懒洋洋地
lazuli,,"n.天青石,青金石"
lead,[li:d; led],"v.引导,导致.n.领导,主角"
leader,[ˈliːdər],"n.领导者,指挥者"
leadership,[ˈliːdərʃɪp],"n.领导能力,领导阶层"
leaf,[liːf],"n.叶子,（书籍等的）一张,扇页"
leafcutter,,n.[昆]南美切叶蚁
leaflet,[ˈliːflət],"n.小叶, 传单"
leafy,[ˈliːfi],"a.叶状的,叶茂的"
leak,[liːk],"v.(使)漏,泄露.n.漏洞"
leaky,[ˈliːki],"a.漏的,易泄密的"
lean,[liːn],"n.倾斜,倚靠.v.依靠,倾斜.a.贫乏的"
leaning,[ˈliːnɪŋ],"n.倾斜, 倾向"
leap,[liːp],v./n.跳跃
learn,[lɜːrn],"v.学会,学习,得知"
learner,[ˈlɜːrnər],"n.学习者, 初学者"
lease,[liːs],"n.租赁vt.出租,租得"
least,[liːst],"ad./a.最小的,最少的 "
leather,[ˈleðər],"n.皮革, 皮革制品"
leatherback,[ˈleðərbæk],"n.棱龟(大海龟之一种)
"
leave,[liːv],"v.出发,离开,留下"
lecture,[ˈlektʃər],"n./v.演讲,训戒,责备"
ledge,[ledʒ],"n.岩架,岩石突出部"
left,[left],"a.左边的.ad.向左.n.左边

"
left-hand,[ˈleft hænd],"a.左手的,左边的"
left-handed,[ˌleft ˈhændɪd],a.惯用左手的
left-hander,,n.用左手的人
left-sided,,a.左侧的
leg,[leɡ],"n.腿.vi.走,跑"
legacy,[ˈleɡəsi],"n.遗赠(物), 遗产"
legal,[ˈliːɡl],"a.法律的,合法的"
legally,[ˈliːɡəli],"ad.法律上, 合法地"
legend,[ˈledʒənd],"n.传说,传奇故事,传奇人物"
legendary,[ˈledʒənderi],"a.闻名的,传说的"
legislation,[ˌledʒɪsˈleɪʃn],"n.立法,法律的制定(或通过)"
legislative,[ˈledʒɪsleɪtɪv],"a.立法的, 立法机关的 
"
legislature,[ˈledʒɪsleɪtʃər],n.立法机关
legitimate,[lɪˈdʒɪtɪmət],"a.合法的.vt.授权,使合法"
legitimately,[lɪˈdʒɪtɪmətli],"ad.正当地, 合理地"
legume,"[ˈleɡjuːm,lɪˈɡjuːm]","n.豆类, 豆荚"
leisure,[ˈliːʒər],"n.闲暇, 休闲"
leisurely,[ˈliːʒərli],"a.从容地,慢慢地,悠闲的"
lend,[lend],"v.借给, 贷(款)"
length,[leŋθ],n.长度
lengthen,[ˈleŋθən],"v.变长,延伸"
lengthwise,"['lɛŋθ,waɪz]",a.纵长的.ad.纵长地
lengthy,[ˈleŋθi],a.冗长的
lens,[lenz],"n.透镜,镜头"
leo,[ˈliːoʊ],"n.[天]狮子座,狮子宫"
lesley,,n.莱斯利（女子名）
less,[les],a./ad.[little的比较级]更少(小)的
lessen,[ˈlesn],"v.减少,缩小"
lesson,[ˈlesn],n.功课
let,[let],"vt.允许,让,假设,出租"
lethal,[ˈliːθl],"a.致命的 
n.致死因子"
lethargic,[ləˈθɑːrdʒɪk],"a.昏睡的,无生气的"
lethargy,[ˈleθərdʒi],"n.无生气,昏睡"
letter,[ˈletər],"n.信,函件,字母"
level,[ˈlevl],"n.水平,高度.v.(使)变平坦"
levy,[ˈlevi],vt.征收(税等).n.征税
lewis,['lʊɪs],"n.[机] 吊楔,起重爪"
liable,[ˈlaɪəbl],"a.有责任的, 易...的, 有...倾向的"
libelous,['laɪbələs],"a.诽谤的,损害名誉的"
liberal,[ˈlɪbərəl],n.自由主义者.a.慷慨的
liberate,[ˈlɪbəreɪt],"vt.解放, 释放"
liberation,[ˌlɪbəˈreɪʃn],"n.释放, 解放"
liberty,[ˈlɪbərti],"n.自由, 特权"
library,[ˈlaɪbreri],n.图书馆
license,[ˈlaɪsns],n.许可证.vt.许可
lichen,"[ˈlaɪkən,ˈlɪtʃən]","n.青苔,苔藓,地衣"
lid,[lɪd],"n.盖子,vt.给...盖盖子"
lie,[laɪ],"v.躺,说谎,位于"
lien,[ˈliːən],"n.留置权,抵押品所产生的利息"
lieu,[luː],"n.场所,代替"
life,[laɪf],"n.生命,生活,一生"
lifeblood,[ˈlaɪfblʌd],"n.生命必须的血液, 活力的源泉"
life-form,,n.生物
life-forms,,n.生物
lifelike,[ˈlaɪflaɪk],"a.栩栩如生的,逼真的"
lifelong,[ˈlaɪflɔːŋ],a.终生的
life-size,[ˈlaɪf saɪz],a.与实物大小一样的
lifestyle,[ˈlaɪfstaɪl],n.生活方式
lifetime,[ˈlaɪftaɪm],"n.一生, 终生"
lifeway,"['laɪf,we]","n.生活方式, 生活"
lifeway,"['laɪf,we]",n.生活(方式)
lift,[lɪft],"vt.举,解除,剽窃.vi.升起,消散.n.电梯"
light,[laɪt],"n.光,灯.vt.点亮,着火"
lighten,[ˈlaɪtn],"v.减轻,点亮,容光焕发"
lighthouse,[ˈlaɪthaʊs],n.灯塔
lightly,[ˈlaɪtli],"ad.轻轻地, 轻松地,轻蔑地"
lightness,[ˈlaɪtnəs],"n.轻盈, 灵活,光亮度,颜色浅淡"
lightning,[ˈlaɪtnɪŋ],n./v.闪电
lightweight,[ˈlaɪtweɪt],"n.轻量级选手, 不能胜任者"
like,[laɪk],"v.喜欢.prep./a.像,相像的"
likelihood,[ˈlaɪklihʊd],n.可能(性)
likely,[ˈlaɪkli],"a 很可能（的）,合适的,有希望的"
likewise,[ˈlaɪkwaɪz],"ad.同样地, 此外"
lily,[ˈlɪli],"n.百合,百合花.a.纯洁的"
limb,[lɪm],"n.肢, 翼, 分支"
lime,[laɪm],"n.酸橙,石灰"
limestone,[ˈlaɪmstoʊn],n.石灰石
limit,[ˈlɪmɪt],"vt.限制(定).n.限度,界线"
limitation,[ˌlɪmɪˈteɪʃn],"n.限制,局限性"
limner,,"n.素描者,画匠"
limy,['laɪmi],"a.含石灰的, 石灰似的"
line,[laɪn],"n.(界)线,方针,线路.v.排队(齐),划线于"
lineage,[ˈlɪniɪdʒ],"n.血统, 世系"
linear,[ˈlɪniər],"a.线的, 直线的"
linen,[ˈlɪnɪn],"n.亚麻布（制品）
"
ling,[lɪŋ],"n.鳕鱼, 石南之一种"
linger,[ˈlɪŋɡər],"v.逗留, 闲荡"
linguist,[ˈlɪŋɡwɪst],n.语言学家
linguistic,[lɪŋˈɡwɪstɪk],a.语言(学)上的
link,[lɪŋk],"v.连接,联系.n.联系,环节"
linkage,[ˈlɪŋkɪdʒ],"n.联接,连锁"
linoleum,[lɪˈnoʊliəm],"n.油布, 油毯"
linsey-woolsey,,"n.棉毛织品, 亚麻毛织品"
lint,[lɪnt],n.绷带用麻布
lintel,[ˈlɪntl],"n.[建]楣, 过梁"
lion,[ˈlaɪən],n.狮子
lip,[lɪp],n.嘴唇
lipid,[ˈlɪpɪd],"n.脂质, 油脂"
liquid,[ˈlɪkwɪd],"n.液体.a.液体的, 清澈的,流畅的"
lira,[ˈlɪrə],n.里拉（意大利货币单位）
list,[lɪst],"n.目录,列表.v.列出 "
listen,[ˈlɪsn],"v.听,听从"
listener,[ˈlɪsənər],"n.收听者, 听众"
listless,[ˈlɪstləs],"a.倦怠的, 冷漠的,无精打采的"
liter,[ˈliːtər],n.公升
literacy,[ˈlɪtərəsi],"n.有文化,有教养"
literally,[ˈlɪtərəli],"ad.逐字地,正确地"
literalness,,"n.文字的,表面意义上的"
literary,[ˈlɪtəreri],a.文学的
literate,[ˈlɪtərət],"a.有读写能力的,有文化修养的"
literature,"[ˈlɪtrətʃər,ˈlɪtrətʃʊr]","n.文学,文献"
lithograph,[ˈlɪθəɡræf],"n.石版画, 平版印刷"
lithographic,,"a.石版印刷的, 石版的"
lithography,[lɪˈθɑːɡrəfi],n.平版印刷术
lithosphere,[ˈlɪθəsfɪr],n.[地]岩石圈
lithospheric,,"a.岩石圈的, 陆界的"
litter,[ˈlɪtər],n.垃圾.v.乱扔东西
little,[ˈlɪtl],"a.小的,短的,不多的"
livable,[ˈlɪvəbl],a.适于居住的
live,[lɪv; laɪv],"v.活着,居住.a.活的,直播的[laiv]"
livelihood,[ˈlaɪvlihʊd],"n.生计,谋生"
liveliness,[ˈlaɪvlinəs],n.活泼
livestock,[ˈlaɪvstɑːk],"n.家畜,牲畜"
living,[ˈlɪvɪŋ],"n.生活,生计.a.活的,逼真的"
lizard,[ˈlɪzərd],n.[动]蜥蜴
load,[loʊd],"n.负荷,装载量.v.装(载),使负担"
loam,[loʊm],n.肥土
loan,[loʊn],"n.贷款.vt.借出,贷给"
loathsome,[ˈloʊðsəm],a.讨厌的
lobe,[loʊb],"n.耳垂,(肺,肝等的)叶"
lobster,[ˈlɑːbstər],n.龙虾
local,[ˈloʊkl],"a.当地的,局部的.n.当地人"
locale,[loʊˈkæl],"n.现场, 场所"
locality,[loʊˈkæləti],"n.位置, 地点"
localization,[ˌloʊkələˈzeɪʃn],"n.地方化, 局限, 定位"
localize,[ˈloʊkəlaɪz],"v.集中,局部化,地方化"
locally,[ˈloʊkəli],"ad.在本地, 地方性地, 局部地"
locate,[ˈloʊkeɪt],"v.定位,把…设置在"
location,[loʊˈkeɪʃn],"n.位置,地点"
lock,[lɑːk],n.锁.v.锁上
locomote,,"vi.移动, 行动"
locomotion,[ˌloʊkəˈmoʊʃn],"n.运动, 移动,旅行"
locomotive,[ˌloʊkəˈmoʊtɪv],"n.机车, 火车头 "
locomotor,['lokə'motɚ],a.运动的
locust,[ˈloʊkəst],n.蝗虫
loder,,n.[计]装填器
lodge,[lɑːdʒ],"v.(让)暂住.n.乡间小屋,旅舍"
loess,['loɪs],n.黄土
loft,[lɔft],n.阁楼
log,[lɔːɡ],"n.原木,航海日志.vt.正式记录"
logger,[ˈlɔːɡər],"n.樵夫, 圆木装车机"
loggerhead,['lɔɡəhɛd],"n.傻子,铁球棒"
logic,[ˈlɑːdʒɪk],"n.逻辑, 逻辑学.a.逻辑的"
logical,[ˈlɑːdʒɪkl],"a.符合逻辑的,合理的"
logically,[ˈlɑːdʒɪkli],"ad.符合逻辑地, 逻辑上地"
lomas,,n.洛马斯(阿根廷东部的一城镇)
London,[ˈlʌndən],n.伦敦
londoner,[ˈlʌndənər],n.伦敦人
lone,[loʊn],"a.孤独的,寂寞的,单身的"
loneliness,[ˈloʊnlinəs],"n.孤独, 寂寞"
lonely,[ˈloʊnli],"a.孤独的, 寂寞的"
long,[lɔːŋ],a./ad.长(期)的
long-distance,[ˌlɔːŋ ˈdɪstəns],"a.长途的,长距离的"
longer,['lɔŋɡɚ],ad./a.比较久(的)
longevity,[lɔːnˈdʒevəti],"n.长命, 寿命"
longing,[ˈlɔːŋɪŋ],n.渴望 .a.渴望的
long-lasting,,a.持续时间长的
long-range,[ˌlɔːŋ ˈreɪndʒ],"a.远程的, 长期的"
long-standing,,a.长期存在的
long-term,[ˌlɔːŋ ˈtɜːrm],a.长期的
longtime,['lɔŋtaɪm],a.(已持续)长时间的.ad.长久地
look,[lʊk],"n./v.看,期待,注意,面向"
loom,[luːm],n.织布机.vi.迫近
loop,[luːp],"n.环,回路.v.使成环,打环"
loose,[luːs],"n.解放,放任.v.弄松, 释放"
loosely,[ˈluːsli],ad.松散地
loosen,[ˈluːsn],"v.解开, 放松, 松开"
looseness,[ˈluːsnəs],"n.松开, 解除"
lop,[lɑːp],"v.剪去, 砍掉"
lopsided,[ˌlɑːpˈsaɪdɪd],"a.倾向一方的, 不平衡的"
lord,[lɔːrd],"n.封建领主,君主"
lordly,[ˈlɔːrdli],"a.高贵的,高傲的"
lore,[lɔːr],"n.学问,（动物的）眼光知识"
loss,[lɔːs],"n.丧失,遗失,损失"
lot,[lɑːt],"n.许多,大量,签,场地"
lotus,[ˈloʊtəs],n.[植] 莲(花).a.贪图安乐的
loud,[laʊd],"a./ad.高声的,大声地"
loudness,[ˈlaʊdnəs],"n.大声, 喧闹"
loudspeaker,[ˌlaʊdˈspiːkər],"n.扩音器, 喇叭"
lounger,[ˈlaʊndʒər],"n.漫步的人, 懒人"
love,[lʌv],n./v.爱
lovely,[ˈlʌvli],"a.可爱的,有趣的"
lover,[ˈlʌvər],"n.爱人, 爱好者,情人"
low,[loʊ],"a./ad.低(的),低下(的),消沉的"
Lowa,,n.爱荷华州(美国中西部的一州)
low-cost,[ˌloʊ ˈkɔːst],"a.价格便宜的, 廉价的"
lower,['loɚ],"a.较低的,下面的.vt.降下,放低"
low-intensity,,a.低强度的
lowland,[ˈloʊlənd],n.低地
low-lying,,a.地势低洼的
low-quality,,"n.劣等,低质量的"
loyal,[ˈlɔɪəl],"a.忠诚的, 忠心的,忠贞的"
loyalist,[ˈlɔɪəlɪst],"n.忠诚的人, 反对独立者"
loyally,,ad.忠诚
loyalty,[ˈlɔɪəlti],n.忠诚
lubricate,[ˈluːbrɪkeɪt],"vt.润滑 
v.加润滑油"
luce,,n.一种成鱼
luck,[lʌk],"n.运气, 好运"
luckily,[ˈlʌkɪli],ad.幸运地
lucky,[ˈlʌki],"a.幸运的, 吉祥的"
lug,[lʌɡ],vt.(用力)拖拉
lull,[lʌl],"vt.缓和,使入睡 .n.暂时的平息"
lumber,[ˈlʌmbər],"n.木材,木料"
lumiere,,n.彩色照相术
luminous,[ˈluːmɪnəs],"a.发光的,清楚的,明白易懂的"
lump,[lʌmp],"n.肿块,笨人.v.使成块状.a.全部的"
lunar,[ˈluːnər],a.月亮的
lunch,[lʌntʃ],n.午餐
luncheon,[ˈlʌntʃən],"n.午宴, 正式的午餐"
lung,[lʌŋ],"n.肺,呼吸器"
lure,[lʊr],v.引诱.n.饵
lush,[lʌʃ],"a.茂盛的, 丰富的 "
lust,[lʌst],"n.繁殖力, 强烈的性欲.vi.强烈欲望"
luster,['lʌstɚ],"n.光彩, 光泽 "
luxurious,[lʌɡˈʒʊriəs],"a.奢侈的, 豪华的"
luxury,[ˈlʌkʃəri],"n.奢侈, 华贵"
lvory,,n.象牙
lyric,[ˈlɪrɪk],"n.抒情诗, 歌词"
lyrical,[ˈlɪrɪkl],"a.抒情诗调的, 充满感情的"
lyrically,,"ad.抒情地,  狂热地,诗意地"
lys,,n.[化]赖氨酸
macaque,"[məˈkæk,məˈkɑːk]",n.短尾猿
macdonald,,n.麦当劳快餐店
machine,[məˈʃiːn],"n.机器,机械"
machinery,[məˈʃiːnəri],"n.机械,机器,机构"
mackerel,[ˈmækrəl],n.鲭
mad,[mæd],"a.疯狂的,狂热的"
magazine,[ˈmæɡəziːn],"n.杂志, 期刊"
magenta,[məˈdʒentə],n./a.红紫色(的)
magic,[ˈmædʒɪk],"n.魔术,魔力.a.有魔力的"
magical,[ˈmædʒɪkl],"a.魔术的, 神奇的"
magma,[ˈmæɡmə],"n.岩浆, 糊剂"
magnesium,[mæɡˈniːziəm],n.[化]镁
magnet,[ˈmæɡnət],"n.磁体, 磁铁"
magnetic,[mæɡˈnetɪk],"a.磁的,有吸引力的"
magnetism,[ˈmæɡnətɪzəm],"n.磁, 磁力, 吸引力, 磁学"
magnetize,[ˈmæɡnətaɪz],"v.使磁化, 吸引"
magnetosphere,"[mæg'nitə,sfɪr]",n.磁气圈
magnification,[ˌmæɡnɪfɪˈkeɪʃn],"n.扩大, 放大倍率"
magnify,[ˈmæɡnɪfaɪ],"vt.放大, 扩大
"
magnitude,[ˈmæɡnɪtuːd],"n.大小, 数量,量级"
maiden,[ˈmeɪdn],"n.少女, 处女 .a.初次的"
mail,[meɪl],"n.邮件,邮政"
main,[meɪn],"a.主要的,最重要的"
Maine,[meɪn],n.缅因州(美国东北角的州)
mainland,"[ˈmeɪnlənd,ˈmeɪnlænd]","n.大陆,本土"
mainly,[ˈmeɪnli],"ad.主要地,大体地"
mainsheet,"['men,ʃit]",n.主桅帆操纵索
mainstay,[ˈmeɪnsteɪ],"n.支柱,骨干"
mainstream,[ˈmeɪnstriːm],n.主流
maintain,[meɪnˈteɪn],"vt.维持,保持,供养,主张"
maintenance,[ˈmeɪntənəns],"n.维护, 保持"
maize,[meɪz],"n.玉米, 黄色.a.玉米色的"
majestic,[məˈdʒestɪk],"a.雄伟的,壮丽的,庄严的"
major,[ˈmeɪdʒər],a.主要的.vi.主修
majority,[məˈdʒɔːrəti],n.大多数
maker,[ˈmeɪkər],n.制造者
makeshift,[ˈmeɪkʃɪft],"a.临时的.n.临时替代物,权宜之计"
makeup,[meɪkʌp],"n.化妆品,组成, 结构,补充"
make-up,,"n.化妆品,（美）补考"
male,[meɪl],"a.男的, 雄的"
malfunction,[ˌmælˈfʌŋkʃn],n.故障.v.不起作用
malleability,[ˌmæliəˈbɪləti],"n.有延展性, 柔韧性"
malleable,[ˈmæliəbl],"a.有延展性的, 可锻的"
mallet,[ˈmælɪt],n.槌棒
mammal,[ˈmæml],n.哺乳动物
mammalian,[məˈmeɪliən],n.哺乳动物.a.哺乳动物的
mammoth,[ˈmæməθ],"n.猛犸,长毛象.a.庞大的"
man,[mæn],"n.男人,人(类) "
manage,[ˈmænɪdʒ],"v.管理,经营,处理"
manageable,[ˈmænɪdʒəbl],"a.易处理的,易管理的"
management,[ˈmænɪdʒmənt],"n.经营,管理,处理"
manager,[ˈmænɪdʒər],"n.经理, 管理人员,管理器"
mandan,,"n.曼丹人, 曼丹语"
mandan,,"n.曼丹人,其语言.a.曼丹人的"
mandarin,[ˈmændərɪn],"n.官话,普通话"
mandate,[ˈmændeɪt],"n.(书面)命令,训令.vt.委任统治"
mandatory,[ˈmændətɔːri],"a.命令的, 托管的,法定的"
mandible,[ˈmændɪbl],"n.下颚, 下颚骨"
maneuver,[mə'nʊvɚ; mə'njʊvɚ],"n.策略[ pl.]演习.v.(巧妙)控制,用策略"
manganese,[ˈmæŋɡəniːz],n〈化〉锰
Manhattan,[mən'hætən],n.曼哈顿岛(美国纽约一区)
mania,[ˈmeɪniə],"n.[医]颠狂, 狂躁, 癖好, 狂热"
manifest,[ˈmænɪfest],"v.显示,表明,证明"
manifestation,[ˌmænɪfeˈsteɪʃn],"n.显示, 表现,显灵"
manifesto,[ˌmænɪˈfestoʊ],"n.宣言, 声明"
manipulate,[məˈnɪpjuleɪt],"vt.操纵,影响"
manipulation,[məˌnɪpjuˈleɪʃn],"n.处理,操纵"
manner,[ˈmænər],"n.礼貌,方式,风俗"
mansion,[ˈmænʃn],"n.大厦, 官邸"
mantel,[mæntl],n.壁炉架
mantle,[ˈmæntl],"n.斗蓬.v.披风,覆盖"
manual,[ˈmænjuəl],"a.手工的.n.手册,指南"
manufacture,[ˌmænjuˈfæktʃər],"vt./n.制造,制造业[pl.]产品"
manufacture,[ˌmænjuˈfæktʃər],"vt./n.制造, 加工 "
manufacturer,[ˌmænjuˈfæktʃərər],"n.制造业者, 厂商"
manure,[məˈnʊr],n.肥料 
many,[ˈmeni],a.许多的
map,[mæp],n.地图.v.绘制地图
maple,[ˈmeɪpl],n.枫树
